"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
571963;2024-01-01;"segunda-feira";"17:30:00";"MT";364;396;"CUIABA";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Retorno Regulamentado";"Sim";3;0;0;0;3;0;0;2;-15,69004774;-55,90523988;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
571976;2024-01-01;"segunda-feira";"15:00:00";"PR";376;327;"ORTIGUEIRA";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva;Declive                 ";"Não";2;0;1;0;1;0;1;1;-24,06593407;-51,0643217;"SPRF-PR";"DEL07-PR";"UOP02-DEL07-PR"
571998;2024-01-01;"segunda-feira";"19:00:00";"MS";163;551;"BANDEIRANTES";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;0;3;0;0;2;-19,89996489;-54,37326248;"SPRF-MS";"DEL01-MS";"UOP02-DEL01-MS"
572011;2024-01-01;"segunda-feira";"21:40:00";"MT";364;542;"ROSARIO OESTE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-14,84114829;-56,44175649;"SPRF-MT";"DEL01-MT";"UOP01-DEL01-MT"
572014;2024-01-01;"segunda-feira";"23:50:00";"BA";101;733;"ITABELA";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Declive;Curva                 ";"Não";8;0;1;0;7;0;1;2;-16,489273;-39,577433;"SPRF-BA";"DEL09-BA";"UOP01-DEL09-BA"
572015;2024-01-01;"segunda-feira";"22:30:00";"RS";101;22;"TRES CACHOEIRAS";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";3;0;0;0;3;0;0;2;-29,4398072;-49,90113887;"SPRF-RS";"DEL03-RS";"UOP02-DEL03-RS"
572017;2024-01-01;"segunda-feira";"17:30:00";"PA";10;83,3;"ULIANOPOLIS";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;2;-3,721266;-47,48965;"SPRF-PA";"DEL02-PA";"UOP02-DEL02-PA"
572029;2024-01-02;"terça-feira";"03:30:00";"GO";153;356;"JARAGUA";"Ausência de reação do condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Sim";4;0;3;0;1;0;3;2;-15,716531;-49,329445;"SPRF-GO";"DEL02-GO";"UOP02-DEL02-GO"
572031;2024-01-02;"terça-feira";"04:37:00";"SP";116;134;"SAO JOSE DOS CAMPOS";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-23,1402216;-45,7617252;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
572033;2024-01-02;"terça-feira";"04:00:00";"RJ";40;84;"DUQUE DE CAXIAS";"Pista Escorregadia";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Simples";"Curva";"Não";3;0;2;0;1;0;2;2;-22,52145512;-43,23707996;"SPRF-RJ";"DEL01-RJ";"UOP01-DEL01-RJ"
572035;2024-01-02;"terça-feira";"02:30:00";"BA";324;470;"TANQUINHO";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-11,96401516;-39,14447808;"SPRF-BA";"DEL02-BA";"UOP01-DEL02-BA"
572038;2024-01-02;"terça-feira";"01:50:00";"MS";158;56;"PARANAIBA";"Carga excessiva e/ou mal acondicionada";"Incêndio";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;-19,41028002;-51,39686402;"SPRF-MS";"DEL08-MS";"UOP01-DEL08-MS"
572048;2024-01-02;"terça-feira";"05:00:00";"MG";146;483;"POCOS DE CALDAS";"Problema com o freio";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Declive;Curva                 ";"Não";1;0;1;0;0;0;1;1;-21,775688;-46,432278;"SPRF-MG";"DEL09-MG";"UOP01-DEL09-MG"
572051;2024-01-02;"terça-feira";"06:50:00";"RJ";40;76;"PETROPOLIS";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Aclive;Curva                  ";"Não";3;0;1;0;2;0;1;2;-22,47192899;-43,23779321;"SPRF-RJ";"DEL01-RJ";"UOP01-DEL01-RJ"
572056;2024-01-02;"terça-feira";"06:20:00";"MS";163;475;"CAMPO GRANDE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;1;2;0;1;2;-20,51838231;-54,56658567;"SPRF-MS";"DEL01-MS";"UOP01-DEL01-MS"
572060;2024-01-01;"segunda-feira";"17:30:00";"BA";242;366;"PALMEIRAS";"Velocidade Incompatível";"Colisão com objeto";"Sem Vítimas";"Anoitecer";"Decrescente";"Chuva";"Simples";"Reta;Ponte                    ";"Não";1;0;0;0;1;0;0;1;-12,46767097;-41,43877801;"SPRF-BA";"DEL08-BA";"UOP04-DEL08-BA"
572061;2024-01-02;"terça-feira";"07:50:00";"PB";101;117;"CAAPORA";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Aclive";"Não";3;0;1;0;2;0;1;2;-7,41357983;-34,95743528;"SPRF-PB";"DEL01-PB";"UOP02-DEL01-PB"
572062;2024-01-02;"terça-feira";"07:55:00";"MA";135;66;"SANTA RITA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;-3,10577998;-44,32276839;"SPRF-MA";"DEL01-MA";"UOP02-DEL01-MA"
572071;2024-01-02;"terça-feira";"07:45:00";"MG";251;522,2;"MONTES CLAROS";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta;Declive                  ";"Não";2;0;1;0;1;0;1;2;-16,6754567;-43,7987724;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
572080;2024-01-02;"terça-feira";"09:00:00";"MG";365;29,9;"CLARO DOS POCOES";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta;Aclive                   ";"Não";3;0;3;0;0;0;3;1;-16,83985022;-44,09475095;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
572088;2024-01-02;"terça-feira";"09:15:00";"RS";470;53,7;"LAGOA VERMELHA";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-28,203287;-51,525436;"SPRF-RS";"DEL08-RS";"UOP05-DEL08-RS"
572121;2024-01-02;"terça-feira";"12:30:00";"MA";135;3;"SAO LUIS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Retorno Regulamentado;Reta    ";"Sim";2;0;0;1;1;0;1;2;-2,606802;-44,247512;"SPRF-MA";"DEL01-MA";"UOP01-DEL01-MA"
572125;2024-01-02;"terça-feira";"13:15:00";"PI";343;335;"TERESINA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;1;1;0;2;-5,061626;-42,696655;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
572133;2024-01-02;"terça-feira";"10:25:00";"MT";174;90;"CACERES";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;0;2;0;0;2;1;-15,90673513;-57,8088112;"SPRF-MT";"DEL03-MT";"UOP01-DEL03-MT"
572150;2024-01-02;"terça-feira";"13:31:00";"PI";316;245,5;"INHUMA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;0;0;3;0;0;3;-6,68806401;-41,71950685;"SPRF-PI";"DEL04-PI";"UOP02-DEL04-PI"
572168;2024-01-02;"terça-feira";"10:00:00";"BA";101;207,1;"GOVERNADOR MANGABEIRA";"Reação tardia ou ineficiente do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;2;0;1;2;-12,64502829;-39,1034317;"SPRF-BA";"DEL01-BA";"UOP02-DEL01-BA"
572175;2024-01-02;"terça-feira";"15:20:00";"RS";386;250;"SOLEDADE";"Reação tardia ou ineficiente do condutor";"Derramamento de carga";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-28,826591;-52,46851;"SPRF-RS";"DEL04-RS";"UOP03-DEL04-RS"
572178;2024-01-02;"terça-feira";"11:50:00";"SC";282;376,6;"HERVAL DOESTE";"Falta de elemento de contenção que evite a saída do leito carroçável";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva;Declive                 ";"Não";3;2;0;1;0;0;1;1;-27,220205;-51,461185;"SPRF-SC";"DEL07-SC";"UOP05-DEL07-SC"
572181;2024-01-02;"terça-feira";"16:15:00";"SC";101;48,4;"JOINVILLE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";3;0;2;0;1;0;2;2;-26,37832466;-48,851915;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
572190;2024-01-02;"terça-feira";"15:00:00";"PR";277;315;"GUARAPUAVA";"Reação tardia ou ineficiente do condutor";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Declive;Reta                  ";"Não";10;0;1;0;9;0;1;4;-25,30825309;-51,20948921;"SPRF-PR";"DEL08-PR";"UOP01-DEL08-PR"
572205;2024-01-02;"terça-feira";"17:25:00";"RS";290;188;"MINAS DO LEAO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;1;-30,153578;-52,093895;"SPRF-RS";"DEL02-RS";"UOP03-DEL02-RS"
572221;2024-01-02;"terça-feira";"19:17:00";"SE";235;87,3;"FREI PAULO";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;1;0;0;1;0;0;2;-10,55439376;-37,63555527;"SPRF-SE";"DEL01-SE";"UOP02-DEL01-SE"
572226;2024-01-02;"terça-feira";"18:15:00";"MS";163;176;"JUTI";"Demais falhas mecânicas ou elétricas";"Eventos atípicos";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";6;0;1;0;5;0;1;3;-22,85265558;-54,64650283;"SPRF-MS";"DEL09-MS";"UOP01-DEL09-MS"
572228;2024-01-02;"terça-feira";"19:00:00";"PE";101;46;"IGARASSU";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;0;1;2;0;1;3;-7,87347824;-34,90595698;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
572236;2024-01-02;"terça-feira";"19:20:00";"SC";101;240,7;"PALHOCA";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Sem Vítimas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Múltipla";"Reta";"Sim";6;0;0;0;6;0;0;6;-27,86671599;-48,64607012;"SPRF-SC";"DEL01-SC";"UOP02-DEL01-SC"
572244;2024-01-02;"terça-feira";"18:20:00";"SC";282;51,8;"AGUAS MORNAS";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Garoa/Chuvisco";"Simples";"Curva";"Não";3;0;1;0;2;0;1;2;-27,703712;-48,959267;"SPRF-SC";"DEL01-SC";"UOP03-DEL01-SC"
572247;2024-01-02;"terça-feira";"12:30:00";"PE";101;198;"PALMARES";"Reação tardia ou ineficiente do condutor";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";1;0;0;0;1;0;0;1;-8,76148765;-35,60636203;"SPRF-PE";"DEL01-PE";"UOP03-DEL01-PE"
572251;2024-01-02;"terça-feira";"22:00:00";"TO";153;511,1;"PARAISO DO TOCANTINS";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";5;0;1;1;3;0;2;2;-10,300374;-48,884213;"SPRF-TO";"DEL01-TO";"UOP01-DEL01-TO"
572253;2024-01-02;"terça-feira";"17:10:00";"PR";376;503,5;"PONTA GROSSA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-25,22314697;-50,05150696;"SPRF-PR";"DEL03-PR";"UOP04-DEL03-PR"
572260;2024-01-02;"terça-feira";"21:50:00";"PR";376;389;"IMBAU";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";2;0;2;0;0;0;2;1;-24,51777497;-50,71118238;"SPRF-PR";"DEL03-PR";"UOP02-DEL03-PR"
572262;2024-01-02;"terça-feira";"20:30:00";"GO";158;130;"CAIAPONIA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta;Aclive                   ";"Não";2;1;0;0;1;0;0;2;-16,71416211;-51,68249564;"SPRF-GO";"DEL04-GO";"UOP02-DEL04-GO"
572265;2024-01-02;"terça-feira";"22:40:00";"SC";101;41;"JOINVILLE";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Viaduto";"Não";6;0;3;0;3;0;3;3;-26,31856259;-48,87180626;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
572266;2024-01-02;"terça-feira";"21:05:00";"SP";116;545;"BARRA DO TURVO";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Curva;Declive                 ";"Não";1;0;1;0;0;0;1;1;-24,95016699;-48,42400302;"SPRF-SP";"DEL05-SP";"UOP02-DEL05-SP"
572270;2024-01-02;"terça-feira";"23:40:00";"SC";101;41,8;"JOINVILLE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";3;0;1;0;1;1;1;3;-26,32314005;-48,86839449;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
572271;2024-01-03;"quarta-feira";"00:15:00";"SP";381;10;"VARGEM";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";4;0;3;0;1;0;3;2;-22,92240388;-46,44345503;"SPRF-SP";"DEL03-SP";"UOP02-DEL03-SP"
572277;2024-01-02;"terça-feira";"22:45:00";"SC";101;41;"JOINVILLE";"Velocidade Incompatível";"Tombamento";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Curva;Viaduto                 ";"Sim";1;0;0;0;1;0;0;1;-26,28215489;-48,88973081;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
572284;2024-01-03;"quarta-feira";"03:30:00";"PB";230;123,2;"RIACHAO DO BACAMARTE";"Reação tardia ou ineficiente do condutor";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta;Declive                  ";"Não";4;0;0;0;4;0;0;2;-7,25545435;-35,67290783;"SPRF-PB";"DEL02-PB";"UOP01-DEL02-PB"
572289;2024-01-03;"quarta-feira";"01:30:00";"MA";222;532;"BOM JESUS DAS SELVAS";"Ausência de reação do condutor";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva;Declive                 ";"Não";1;0;0;0;0;1;0;1;-4,29916976;-46,49522097;"SPRF-MA";"DEL04-MA";"UOP03-DEL04-MA"
572293;2024-01-03;"quarta-feira";"06:20:00";"RS";470;225;"GARIBALDI";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Retorno Regulamentado    ";"Sim";2;0;0;1;1;0;1;2;-29,21454003;-51,51762617;"SPRF-RS";"DEL06-RS";"UOP01-DEL06-RS"
572295;2024-01-03;"quarta-feira";"00:55:00";"MA";10;267;"IMPERATRIZ";"Ausência de sinalização";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Viaduto";"Não";1;0;0;0;1;0;0;1;-5,400108;-47,473038;"SPRF-MA";"DEL04-MA";"UOP01-DEL04-MA"
572298;2024-01-03;"quarta-feira";"06:35:00";"MG";40;757,1;"EWBANK DA CAMARA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";6;0;1;1;4;0;2;2;-21,54346938;-43,51182461;"SPRF-MG";"DEL05-MG";"UOP01-DEL05-MG"
572302;2024-01-03;"quarta-feira";"04:30:00";"RJ";101;216;"SILVA JARDIM";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ignorado";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-22,50804478;-42,28281706;"SPRF-RJ";"DEL02-RJ";"UOP03-DEL02-RJ"
572309;2024-01-02;"terça-feira";"19:00:00";"BA";110;321;"ALAGOINHAS";"Fumaça";"Colisão frontal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva;Declive                 ";"Não";2;0;0;0;2;0;0;2;-12,07521394;-38,34597792;"SPRF-BA";"DEL01-BA";"UOP04-DEL01-BA"
572311;2024-01-03;"quarta-feira";"07:20:00";"BA";324;526;"FEIRA DE SANTANA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;1;2;0;2;2;-12,30639712;-38,89051509;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
572314;2024-01-03;"quarta-feira";"08:00:00";"MG";381;351;"JOAO MONLEVADE";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Declive;Curva                 ";"Não";2;0;1;0;1;0;1;1;-19,85819343;-43,123312;"SPRF-MG";"DEL03-MG";"UOP01-DEL03-MG"
572325;2024-01-03;"quarta-feira";"07:30:00";"MT";364;204;"RONDONOPOLIS";"Reação tardia ou ineficiente do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-16,467325;-54,657196;"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
572336;2024-01-03;"quarta-feira";"09:55:00";"SC";101;209,8;"SAO JOSE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";3;0;2;0;1;0;2;2;-27,61000542;-48,63895057;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
572342;2024-01-03;"quarta-feira";"11:00:00";"RJ";116;80;"TERESOPOLIS";"Pista Escorregadia";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva;Declive                 ";"Sim";3;0;1;0;2;0;1;2;-22,381704;-42,954777;"SPRF-RJ";"DEL04-RJ";"UOP01-DEL04-RJ"
572347;2024-01-03;"quarta-feira";"10:50:00";"SP";153;19,6;"NOVA GRANADA";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";3;0;2;0;1;0;2;2;-20,45211107;-49,28473186;"SPRF-SP";"DEL09-SP";"UOP01-DEL09-SP"
572355;2024-01-03;"quarta-feira";"11:20:00";"PE";423;91;"GARANHUNS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;2;-8,85375408;-36,46278381;"SPRF-PE";"DEL03-PE";"UOP01-DEL03-PE"
572364;2024-01-03;"quarta-feira";"11:00:00";"MT";158;536;"AGUA BOA";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-13,80730502;-52,03950938;"SPRF-MT";"DEL07-MT";"UOP02-DEL07-MT"
572372;2024-01-03;"quarta-feira";"12:40:00";"RS";101;46,8;"TERRA DE AREIA";"Demais falhas mecânicas ou elétricas";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";1;0;1;0;0;0;1;1;-29,57664003;-50,06327396;"SPRF-RS";"DEL03-RS";"UOP02-DEL03-RS"
572374;2024-01-03;"quarta-feira";"13:26:00";"TO";153;143;"ARAGUAINA";"Transitar na contramão";"Colisão com objeto";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Sim";2;1;0;0;1;0;0;2;-7,18866332;-48,23207966;"SPRF-TO";"DEL02-TO";"UOP01-DEL02-TO"
572379;2024-01-03;"quarta-feira";"13:00:00";"MG";116;766,8;"LEOPOLDINA";"Ultrapassagem Indevida";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Interseção de Vias;Reta       ";"Não";2;0;0;1;1;0;1;2;-21,5271992;-42,65302264;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
